,yield,additive_*C3_NMR_shift,additive_*C3_electrostatic_charge,additive_*C4_NMR_shift,additive_*C4_electrostatic_charge,additive_*C5_NMR_shift,additive_*C5_electrostatic_charge,additive_*N1_electrostatic_charge,additive_*O1_electrostatic_charge,additive_E_HOMO,additive_E_LUMO,additive_V1_frequency,additive_V1_intensity,additive_dipole_moment,additive_electronegativity,additive_hardness,additive_molecular_volume,additive_molecular_weight,additive_ovality,additive_surface_area,aryl_halide_*C1_NMR_shift,aryl_halide_*C1_electrostatic_charge,aryl_halide_*C2_NMR_shift,aryl_halide_*C2_electrostatic_charge,aryl_halide_*C3_NMR_shift,aryl_halide_*C3_electrostatic_charge,aryl_halide_*C4_NMR_shift,aryl_halide_*C4_electrostatic_charge,aryl_halide_*H2_NMR_shift,aryl_halide_*H2_electrostatic_charge,aryl_halide_*H3_NMR_shift,aryl_halide_*H3_electrostatic_charge,aryl_halide_E_HOMO,aryl_halide_E_LUMO,aryl_halide_V1_frequency,aryl_halide_V1_intensity,aryl_halide_V2_frequency,aryl_halide_V2_intensity,aryl_halide_V3_frequency,aryl_halide_V3_intensity,aryl_halide_dipole_moment,aryl_halide_electronegativity,aryl_halide_hardness,aryl_halide_molecular_volume,aryl_halide_molecular_weight,aryl_halide_ovality,aryl_halide_surface_area,base_*N1_electrostatic_charge,base_E_HOMO,base_E_LUMO,base_dipole_moment,base_electronegativity,base_hardness,base_molecular_volume,base_molecular_weight,base_ovality,base_surface_area,ligand_*C10_NMR_shift,ligand_*C10_electrostatic_charge,ligand_*C11_NMR_shift,ligand_*C11_electrostatic_charge,ligand_*C12_NMR_shift,ligand_*C12_electrostatic_charge,ligand_*C13_NMR_shift,ligand_*C13_electrostatic_charge,ligand_*C14_NMR_shift,ligand_*C14_electrostatic_charge,ligand_*C15_NMR_shift,ligand_*C15_electrostatic_charge,ligand_*C16_NMR_shift,ligand_*C16_electrostatic_charge,ligand_*C17_NMR_shift,ligand_*C17_electrostatic_charge,ligand_*C1_NMR_shift,ligand_*C1_electrostatic_charge,ligand_*C2_NMR_shift,ligand_*C2_electrostatic_charge,ligand_*C3_NMR_shift,ligand_*C3_electrostatic_charge,ligand_*C4_NMR_shift,ligand_*C4_electrostatic_charge,ligand_*C5_NMR_shift,ligand_*C5_electrostatic_charge,ligand_*C6_NMR_shift,ligand_*C6_electrostatic_charge,ligand_*C7_NMR_shift,ligand_*C7_electrostatic_charge,ligand_*C8_NMR_shift,ligand_*C8_electrostatic_charge,ligand_*C9_NMR_shift,ligand_*C9_electrostatic_charge,ligand_*H11_NMR_shift,ligand_*H11_electrostatic_charge,ligand_*H3_NMR_shift,ligand_*H3_electrostatic_charge,ligand_*H4_NMR_shift,ligand_*H4_electrostatic_charge,ligand_*H9_NMR_shift,ligand_*H9_electrostatic_charge,ligand_*P1_electrostatic_charge,ligand_V10_frequency,ligand_V10_intensity,ligand_V1_frequency,ligand_V1_intensity,ligand_V2_frequency,ligand_V2_intensity,ligand_V3_frequency,ligand_V3_intensity,ligand_V4_frequency,ligand_V4_intensity,ligand_V5_frequency,ligand_V5_intensity,ligand_V6_frequency,ligand_V6_intensity,ligand_V7_frequency,ligand_V7_intensity,ligand_V8_frequency,ligand_V8_intensity,ligand_V9_frequency,ligand_V9_intensity,ligand_dipole_moment
2979,40.32928262,156.59,0.545,89.9,-0.514,149.99,0.119,-0.368,-0.113,-0.2069,-0.0069,708.6160000000001,6.271,3.036368,0.11,0.1,289.15,264.328,1.439,304.35,156.88,0.362,122.34,-0.338,129.62,0.204,115.4,-0.448,7.06,0.138,7.26,0.08,-0.2576,-0.0391,741.113,0.14300000000000002,1311.84,4.551,1626.612,33.814,3.579429,0.15,0.11,111.15,158.003,1.166,130.31,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999995,1.402,242.78,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.561,16.577,3043.097,18.145,3064.344,38.21,1.212924
43,8.140819585,141.82,0.108,111.09,-0.128,156.66,0.047,-0.278,-0.049,-0.2792,-0.0443,911.255,9.488,2.703396,0.16,0.12,137.47,141.126,1.276,164.31,-1201.76,0.194,178.22,-0.304,256.46,0.217,686.89,-0.442,288.48,0.13699999999999998,189.19,0.07400000000000001,-0.2465,-0.0383,740.683,0.519,1305.598,8.437999999999999,1620.967,57.989,3.355629,0.14,0.1,118.1,204.99400000000003,1.178,137.17,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999995,1.402,242.78,140.09,0.097,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.453,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.448,132.94,-0.393,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,-0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.234,7.03,0.118,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.728,0.153,935.876,2.155,1354.126,1.023,978.463,0.398,1637.6329999999996,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615
2210,0.0,152.44,0.521,98.78,-0.69,155.22,0.389,-0.342,-0.097,-0.2303,-0.0633,764.9019999999998,31.415,3.85783,0.15,0.08,181.39,193.158,1.3259999999999998,205.48,127.68,0.021,123.14,-0.045,112.08,-0.405,149.13,0.517,6.96,0.13699999999999998,6.62,0.19,-0.2202,-0.0118,703.578,0.047,1351.34,54.42100000000001,1632.3729999999996,10.492,2.894904,0.12,0.1,140.11,142.585,1.231,160.65,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999995,1.402,242.78,139.04,0.122,114.09,-0.261,141.19,-0.045,33.87,0.648,38.35,0.457,33.83,0.682,47.66,1.008,46.62,1.858,125.25,0.158,148.25,0.01,101.36,-0.171,104.85,-0.34600000000000003,145.58,0.364,138.62,-0.156,129.94,0.048,140.88,-0.004,117.57,-0.362,7.1,0.139,6.41,0.155,6.45,0.17800000000000002,6.93,0.132,-0.925,1391.234,0.05,1661.1129999999996,16.611,906.54,0.339,983.599,3.353,3081.376,27.489,3077.215,33.97,1631.618,37.445,3025.675,16.22,1054.5,1.432,3041.406,35.621,3.735286
3370,12.53742021,143.07,0.225,103.17,-0.384,154.86,0.19,-0.29,-0.059,-0.2806,-0.0655,909.75,2.153,4.5643129999999985,0.17,0.11,118.95,127.099,1.23,143.82,-332.15,-0.557,-60.97,0.392,444.44,-0.536,-518.28,0.439,267.93,0.042,113.26,0.188,-0.2495,-0.0395,715.898,20.803,1291.42,0.104,1619.152,11.53,1.988625,0.14,0.11,118.02,204.99400000000003,1.176,136.84,-0.611,-0.1913,0.0505,2.703408,0.07,0.12,170.58,153.22899999999996,1.268,188.57,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.561,16.577,3043.097,18.145,3064.344,38.21,1.212924
2052,52.66349061,139.05,0.009000000000000001,116.54,0.009000000000000001,154.93,0.429,-0.25,-0.158,-0.2485,-0.0459,892.395,10.204,3.184221,0.15,0.1,121.96,119.123,1.152,137.07,-332.15,-0.557,-60.97,0.392,444.44,-0.536,-518.28,0.439,267.93,0.042,113.26,0.188,-0.2495,-0.0395,715.898,20.803,1291.42,0.104,1619.152,11.53,1.988625,0.14,0.11,118.02,204.99400000000003,1.176,136.84,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999995,1.402,242.78,139.04,0.122,114.09,-0.261,141.19,-0.045,33.87,0.648,38.35,0.457,33.83,0.682,47.66,1.008,46.62,1.858,125.25,0.158,148.25,0.01,101.36,-0.171,104.85,-0.34600000000000003,145.58,0.364,138.62,-0.156,129.94,0.048,140.88,-0.004,117.57,-0.362,7.1,0.139,6.41,0.155,6.45,0.17800000000000002,6.93,0.132,-0.925,1391.234,0.05,1661.1129999999996,16.611,906.54,0.339,983.599,3.353,3081.376,27.489,3077.215,33.97,1631.618,37.445,3025.675,16.22,1054.5,1.432,3041.406,35.621,3.735286
270,42.00742206,142.24,0.152,96.34,-0.505,161.08,0.606,-0.321,-0.112,-0.2538,-0.0088,904.327,3.899,3.203762,0.13,0.12,88.9,83.09,1.141,109.95,-625.55,-0.377,15.99,0.195,54.25,-0.509,739.36,0.617,353.41,0.08,296.62,0.198,-0.2176,-0.0269,699.275,0.096,1346.557,77.439,1624.5120000000004,12.804,2.775967,0.12,0.1,151.48,234.032,1.251,171.95,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999995,1.402,242.78,140.09,0.097,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.453,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.448,132.94,-0.393,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,-0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.234,7.03,0.118,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.728,0.153,935.876,2.155,1354.126,1.023,978.463,0.398,1637.6329999999996,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615
2658,66.28326385,153.74,0.7190000000000001,103.98,-0.5329999999999999,155.9,0.187,-0.364,-0.087,-0.2736,-0.0589,1079.106,2.847,4.695918,0.17,0.11,155.9,155.153,1.319,184.82,-1201.76,0.194,178.22,-0.304,256.46,0.217,686.89,-0.442,288.48,0.13699999999999998,189.19,0.07400000000000001,-0.2465,-0.0383,740.683,0.519,1305.598,8.437999999999999,1620.967,57.989,3.355629,0.14,0.1,118.1,204.99400000000003,1.178,137.17,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,139.04,0.122,114.09,-0.261,141.19,-0.045,33.87,0.648,38.35,0.457,33.83,0.682,47.66,1.008,46.62,1.858,125.25,0.158,148.25,0.01,101.36,-0.171,104.85,-0.34600000000000003,145.58,0.364,138.62,-0.156,129.94,0.048,140.88,-0.004,117.57,-0.362,7.1,0.139,6.41,0.155,6.45,0.17800000000000002,6.93,0.132,-0.925,1391.234,0.05,1661.1129999999996,16.611,906.54,0.339,983.599,3.353,3081.376,27.489,3077.215,33.97,1631.618,37.445,3025.675,16.22,1054.5,1.432,3041.406,35.621,3.735286
511,34.91231211,152.73,0.66,98.89,-0.644,161.03,0.555,-0.398,-0.128,-0.2472,-0.0049,1073.509,5.912000000000001,3.059464,0.13,0.12,107.29,97.117,1.196,130.6,138.83,-0.093,125.65,0.015,120.95,-0.223,125.53,0.13,7.3,0.1,7.37,0.156,-0.2616,-0.0413,729.711,3.216,1349.391,2.487,1632.664,3.838,0.754193,0.15,0.11,149.53,225.012,1.256,171.08,-0.611,-0.1913,0.0505,2.703408,0.07,0.12,170.58,153.22899999999996,1.268,188.57,140.09,0.097,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.453,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.448,132.94,-0.393,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,-0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.234,7.03,0.118,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.728,0.153,935.876,2.155,1354.126,1.023,978.463,0.398,1637.6329999999996,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615
475,65.42133393,152.44,0.521,98.78,-0.69,155.22,0.389,-0.342,-0.097,-0.2303,-0.0633,764.9019999999998,31.415,3.85783,0.15,0.08,181.39,193.158,1.3259999999999998,205.48,-339.2,-0.139,123.94,0.009000000000000001,422.73,-0.248,2119.19,0.2,409.74,0.084,428.0,0.14300000000000002,-0.2309,-0.0286,722.8860000000002,2.419,1283.563,0.002,1621.037,0.046,2.177715,0.13,0.1,161.18,232.06,1.274,182.46,-0.611,-0.1913,0.0505,2.703408,0.07,0.12,170.58,153.22899999999996,1.268,188.57,140.09,0.097,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.453,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.448,132.94,-0.393,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,-0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.234,7.03,0.118,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.728,0.153,935.876,2.155,1354.126,1.023,978.463,0.398,1637.6329999999996,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615
532,45.90687609,152.73,0.66,98.89,-0.644,161.03,0.555,-0.398,-0.128,-0.2472,-0.0049,1073.509,5.912000000000001,3.059464,0.13,0.12,107.29,97.117,1.196,130.6,48.97,-0.183,111.35,0.061,181.37,-0.245,2032.0,0.153,377.98,0.083,274.16,0.157,-0.2525,-0.0429,727.38,3.162,1346.735,1.777,1626.855,3.008,1.059432,0.15,0.1,156.41,272.003,1.266,177.78,-0.611,-0.1913,0.0505,2.703408,0.07,0.12,170.58,153.22899999999996,1.268,188.57,140.09,0.097,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.453,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.448,132.94,-0.393,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,-0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.234,7.03,0.118,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.728,0.153,935.876,2.155,1354.126,1.023,978.463,0.398,1637.6329999999996,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615
1323,86.78620377,152.73,0.66,98.89,-0.644,161.03,0.555,-0.398,-0.128,-0.2472,-0.0049,1073.509,5.912000000000001,3.059464,0.13,0.12,107.29,97.117,1.196,130.6,156.88,0.362,122.34,-0.338,129.62,0.204,115.4,-0.448,7.06,0.138,7.26,0.08,-0.2576,-0.0391,741.113,0.14300000000000002,1311.84,4.551,1626.612,33.814,3.579429,0.15,0.11,111.15,158.003,1.166,130.31,-0.611,-0.1913,0.0505,2.703408,0.07,0.12,170.58,153.22899999999996,1.268,188.57,139.15,0.136,114.15,-0.326,141.06,0.056,34.2,0.629,38.4,0.468,33.74,0.667,40.22,1.325,41.46,1.029,126.51,0.22,148.46,0.018000000000000002,101.52,-0.161,104.91,-0.37,145.54,0.424,138.29,-0.285,129.92,-0.014,141.07,0.033,117.62,-0.3720000000000001,7.12,0.14400000000000002,6.43,0.151,6.47,0.182,6.95,0.133,-0.741,985.429,0.147,899.436,7.983,905.37,1.224,820.934,4.521,1354.458,9.433,1350.434,2.291,1631.476,34.82,3026.047,16.427,1551.99,8.891,3065.25,13.336,3.792624
893,1.924092177,143.71,0.229,76.56,-0.596,161.14,0.55,-0.379,-0.08900000000000001,-0.2037,-0.0161,909.698,4.159,3.974105,0.11,0.09,288.72,264.328,1.439,304.03,127.68,0.021,123.14,-0.045,112.08,-0.405,149.13,0.517,6.96,0.13699999999999998,6.62,0.19,-0.2202,-0.0118,703.578,0.047,1351.34,54.42100000000001,1632.3729999999996,10.492,2.894904,0.12,0.1,140.11,142.585,1.231,160.65,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,140.09,0.097,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.453,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.448,132.94,-0.393,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,-0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.234,7.03,0.118,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.728,0.153,935.876,2.155,1354.126,1.023,978.463,0.398,1637.6329999999996,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615
267,55.19349187,140.71,0.187,117.52,-0.168,146.61,0.062,-0.313,-0.067,-0.2332,-0.0323,895.597,10.129,3.268545,0.13,0.1,154.39,145.161,1.225,170.5,-625.55,-0.377,15.99,0.195,54.25,-0.509,739.36,0.617,353.41,0.08,296.62,0.198,-0.2176,-0.0269,699.275,0.096,1346.557,77.439,1624.5120000000004,12.804,2.775967,0.12,0.1,151.48,234.032,1.251,171.95,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999995,1.402,242.78,140.09,0.097,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.453,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.448,132.94,-0.393,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,-0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.234,7.03,0.118,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.728,0.153,935.876,2.155,1354.126,1.023,978.463,0.398,1637.6329999999996,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615
233,0.339942053,163.09,0.721,95.32,-0.581,155.72,0.241,-0.383,-0.106,-0.2605,-0.0587,697.362,5.037,3.44567,0.16,0.1,164.92,171.15200000000004,1.3430000000000002,195.35,127.68,0.021,123.14,-0.045,112.08,-0.405,149.13,0.517,6.96,0.13699999999999998,6.62,0.19,-0.2202,-0.0118,703.578,0.047,1351.34,54.42100000000001,1632.3729999999996,10.492,2.894904,0.12,0.1,140.11,142.585,1.231,160.65,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999995,1.402,242.78,140.09,0.097,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.453,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.448,132.94,-0.393,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,-0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.234,7.03,0.118,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.728,0.153,935.876,2.155,1354.126,1.023,978.463,0.398,1637.6329999999996,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615
3069,9.250516466,142.55,0.219,99.96,-0.512,155.9,0.486,-0.339,-0.052000000000000005,-0.2388,-0.057,906.435,3.358,3.94018,0.15,0.09,163.12,181.141,1.239,178.86,132.85,-0.025,125.36,-0.058,122.91,-0.211,136.02,0.16699999999999998,7.11,0.104,6.97,0.14,-0.2364,-0.0115,725.09,2.58,1284.067,0.009000000000000001,1627.294,0.213,2.410215,0.12,0.11,154.31,185.069,1.263,175.78,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999995,1.402,242.78,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.561,16.577,3043.097,18.145,3064.344,38.21,1.212924
3796,8.599290827999999,143.71,0.229,76.56,-0.596,161.14,0.55,-0.379,-0.08900000000000001,-0.2037,-0.0161,909.698,4.159,3.974105,0.11,0.09,288.72,264.328,1.439,304.03,139.77,0.128,122.5,-0.139,120.97,-0.154,124.83,0.07,7.15,0.14300000000000002,7.4,0.15,-0.2648,-0.0396,731.482,2.8680000000000003,1351.72,3.2110000000000003,1634.876,5.078,0.770806,0.15,0.11,145.02,180.556,1.247,166.46,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.561,16.577,3043.097,18.145,3064.344,38.21,1.212924
287,0.595872872,153.74,0.7190000000000001,103.98,-0.5329999999999999,155.9,0.187,-0.364,-0.087,-0.2736,-0.0589,1079.106,2.847,4.695918,0.17,0.11,155.9,155.153,1.319,184.82,134.17,0.18600000000000005,122.17,-0.205,122.67,-0.156,135.26,0.125,6.98,0.146,6.98,0.136,-0.2373,-0.0104,728.0319999999998,2.439,1359.0479999999998,0.053,1629.804,0.56,2.32974,0.12,0.11,149.79,140.613,1.255,171.15,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999995,1.402,242.78,140.09,0.097,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.453,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.448,132.94,-0.393,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,-0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.234,7.03,0.118,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.728,0.153,935.876,2.155,1354.126,1.023,978.463,0.398,1637.6329999999996,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615
733,65.73471929,139.05,0.009000000000000001,116.54,0.009000000000000001,154.93,0.429,-0.25,-0.158,-0.2485,-0.0459,892.395,10.204,3.184221,0.15,0.1,121.96,119.123,1.152,137.07,-332.15,-0.557,-60.97,0.392,444.44,-0.536,-518.28,0.439,267.93,0.042,113.26,0.188,-0.2495,-0.0395,715.898,20.803,1291.42,0.104,1619.152,11.53,1.988625,0.14,0.11,118.02,204.99400000000003,1.176,136.84,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,140.09,0.097,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.453,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.448,132.94,-0.393,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,-0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.234,7.03,0.118,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.728,0.153,935.876,2.155,1354.126,1.023,978.463,0.398,1637.6329999999996,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615
512,33.32323005,143.07,0.225,103.17,-0.384,154.86,0.19,-0.29,-0.059,-0.2806,-0.0655,909.75,2.153,4.5643129999999985,0.17,0.11,118.95,127.099,1.23,143.82,138.83,-0.093,125.65,0.015,120.95,-0.223,125.53,0.13,7.3,0.1,7.37,0.156,-0.2616,-0.0413,729.711,3.216,1349.391,2.487,1632.664,3.838,0.754193,0.15,0.11,149.53,225.012,1.256,171.08,-0.611,-0.1913,0.0505,2.703408,0.07,0.12,170.58,153.22899999999996,1.268,188.57,140.09,0.097,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.453,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.448,132.94,-0.393,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,-0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.234,7.03,0.118,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.728,0.153,935.876,2.155,1354.126,1.023,978.463,0.398,1637.6329999999996,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615
810,15.4176361,143.12,0.223,93.06,-0.447,162.34,0.292,-0.334,-0.057,-0.2317,-0.0487,906.164,3.681,3.2104470000000003,0.14,0.09,154.41,145.161,1.228,170.87,139.77,0.128,122.5,-0.139,120.97,-0.154,124.83,0.07,7.15,0.14300000000000002,7.4,0.15,-0.2648,-0.0396,731.482,2.8680000000000003,1351.72,3.2110000000000003,1634.876,5.078,0.770806,0.15,0.11,145.02,180.556,1.247,166.46,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,140.09,0.097,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.453,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.448,132.94,-0.393,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,-0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.234,7.03,0.118,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.728,0.153,935.876,2.155,1354.126,1.023,978.463,0.398,1637.6329999999996,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615
2545,0.0,145.72,0.165,108.01,-0.413,165.65,0.603,-0.31,-0.112,-0.2671,-0.0395,921.954,7.38,3.973089,0.15,0.11,155.65,155.153,1.304,182.46,127.68,0.021,123.14,-0.045,112.08,-0.405,149.13,0.517,6.96,0.13699999999999998,6.62,0.19,-0.2202,-0.0118,703.578,0.047,1351.34,54.42100000000001,1632.3729999999996,10.492,2.894904,0.12,0.1,140.11,142.585,1.231,160.65,-0.611,-0.1913,0.0505,2.703408,0.07,0.12,170.58,153.22899999999996,1.268,188.57,139.04,0.122,114.09,-0.261,141.19,-0.045,33.87,0.648,38.35,0.457,33.83,0.682,47.66,1.008,46.62,1.858,125.25,0.158,148.25,0.01,101.36,-0.171,104.85,-0.34600000000000003,145.58,0.364,138.62,-0.156,129.94,0.048,140.88,-0.004,117.57,-0.362,7.1,0.139,6.41,0.155,6.45,0.17800000000000002,6.93,0.132,-0.925,1391.234,0.05,1661.1129999999996,16.611,906.54,0.339,983.599,3.353,3081.376,27.489,3077.215,33.97,1631.618,37.445,3025.675,16.22,1054.5,1.432,3041.406,35.621,3.735286
2506,48.38997285,140.71,0.187,117.52,-0.168,146.61,0.062,-0.313,-0.067,-0.2332,-0.0323,895.597,10.129,3.268545,0.13,0.1,154.39,145.161,1.225,170.5,48.97,-0.183,111.35,0.061,181.37,-0.245,2032.0,0.153,377.98,0.083,274.16,0.157,-0.2525,-0.0429,727.38,3.162,1346.735,1.777,1626.855,3.008,1.059432,0.15,0.1,156.41,272.003,1.266,177.78,-0.611,-0.1913,0.0505,2.703408,0.07,0.12,170.58,153.22899999999996,1.268,188.57,139.04,0.122,114.09,-0.261,141.19,-0.045,33.87,0.648,38.35,0.457,33.83,0.682,47.66,1.008,46.62,1.858,125.25,0.158,148.25,0.01,101.36,-0.171,104.85,-0.34600000000000003,145.58,0.364,138.62,-0.156,129.94,0.048,140.88,-0.004,117.57,-0.362,7.1,0.139,6.41,0.155,6.45,0.17800000000000002,6.93,0.132,-0.925,1391.234,0.05,1661.1129999999996,16.611,906.54,0.339,983.599,3.353,3081.376,27.489,3077.215,33.97,1631.618,37.445,3025.675,16.22,1054.5,1.432,3041.406,35.621,3.735286
